,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
131,201125219010004,0824610201,5,77822.35,PNS,"[  0.30645161   0.           0.           0.           1.68170383
   0.83154037  -0.47688797 -17.55790901]"
132,201125219010034,0824610201,39,77840.56,PNX,"[  0.16         0.04         0.02         0.           0.75847085
   2.19761941   5.35006458 -13.85647011]"
133,206950001010025,0802890101,12,51941.12,PNS,"[ 0.17647059  0.          0.          0.          0.33185631  1.84036007
  2.21712837 11.49637127]"
134,208244502010104,0824450201,104,84981.0,PNS,"[ 0.16363636  0.03636364  0.          0.          0.76719869  1.88818927
  3.06068848 -8.19394493]"
135,202027303010005,0504240101,4,81387.8,PNX,"[ 0.23913043  0.02173913  0.          0.          1.14900534  0.66834051
  1.68556057 -7.18126154]"
136,208019308010002,0801930801,2,137332.7,PNS,"[  0.31460674   0.           0.           0.           1.46795938
   0.28532657  -0.44440741 -29.24110985]"
137,208019309010004,0801930901,4,94296.79,PNU,"[ 0.30434783  0.          0.          0.          1.52384425  0.19448805
 -0.59422474  2.7957983 ]"
138,208112101010015,0811212701,9,71054.48,PNX,"[  0.17021277   0.           0.           0.           0.80337504
   1.51308604   0.99570757 -17.70819855]"
139,201108901010006,0110890101,6,56611.43,PNS,"[ 0.26666667  0.          0.          0.          0.78455289  1.31599785
  0.6315376  -2.35386229]"
140,201115701010035,0853230301,19,57500.12,PNS,"[  0.25         0.           0.           0.           1.35181013
   0.9140694   -0.56921999 -13.77848721]"
141,206904704010025,0825100101,7,74100.0,PNX,"[ 0.19047619  0.          0.          0.          0.63997124  1.61978812
  1.86842349 -0.60041165]"
142,201122905010011,0653380301,11,113061.0,PNS,"[ 0.35802469  0.          0.          0.          1.20218074  0.12966618
 -0.38079437  0.05530777]"
143,203029001010049,0500750101,44,65064.99,PNS,"[ 1.74603175e-01  1.58730159e-02  0.00000000e+00  0.00000000e+00
  9.94315759e-01  1.46863067e+00  1.59346123e+00 -2.32974529e+01]"
144,205546802010025,0554680201,25,62961.57,PNS,"[ 0.36842105  0.          0.          0.          1.51642379  0.28295567
 -0.95866314 -4.46890593]"
145,207611001010128,0790380501,84,109909.5,PNU,"[ 0.25        0.          0.          0.          1.21051836  1.08565553
  0.2057413  11.19286346]"
146,207611001010128,0790380501,84,109909.5,PNX,"[ 0.32258065  0.          0.          0.          1.56555294  0.5476733
 -0.84546325 -2.40289617]"
147,207611001010128,0790380501,84,109909.5,PNS,"[ 0.2         0.          0.          0.          1.40305632  0.63937353
 -0.98647433  2.91509676]"
148,205509701010056,0550970101,56,59553.18,PNS,"[ 0.35897436  0.          0.          0.          1.29739134 -0.14761299
 -0.16189424  6.74682808]"
149,205556503010014,0555650301,14,96400.2,PNS,"[  0.36842105   0.           0.           0.           1.53966442
   0.39407576  -0.35083627 -19.13529778]"
150,205556502010004,0555650201,4,100636.0,PNX,"[ 0.19607843  0.01960784  0.          0.          1.43423729  0.78548492
  1.32460089 -0.35536242]"
151,201130506010066,0805050101,110,61113.96,PNX,"[ 0.30769231  0.          0.          0.          0.87394116 -0.82271428
 -0.55148544  0.45407104]"
152,201111202010013,0305540901,6,50419.19,PNU,"[ 0.46153846  0.          0.          0.          1.87054757 -0.14872341
 -1.05051792  2.39372182]"
153,200852803010001,0760750101,1,96919.12,PNS,"[ 0.07843137  0.01960784  0.01960784  0.          0.83332478  3.75002153
 19.4821441  10.30911064]"
154,207832301010032,0783230101,32,53938.19,PNS,"[ 0.19444444  0.          0.          0.          1.17781114  1.31730455
  0.87692806 -8.87675285]"
155,206555712010015,0841480801,34,68987.1,PNS,"[  0.22222222   0.           0.           0.           1.41490312
   0.90456997  -0.71215161 -15.4313097 ]"
156,206031901010018,0770180201,8,58246.07,PNS,"[ 0.45454545  0.          0.          0.          1.57153988  0.22625926
 -1.21158161 -1.90920734]"
157,206031901010007,0770190401,2,57666.45,PNU,"[ 0.20833333  0.04166667  0.          0.          0.75564922  2.12279763
  5.670247   -4.61196136]"
158,201442714010003,0502370201,3,84142.21,PNS,"[  0.29824561   0.           0.           0.           1.26365471
  -0.14237892  -0.12461819 -21.62953186]"
